"ENSEMBL","SYMBOL","sexBias","KDM5C_binding","Promo_CGI","seqnames","start","end","gene_name","TSS","pvalue","qvalue","meth.diff"
"ENSMUSG00000022652","Morc1","XY","Unbound","no","chr16",48430738,48431737,"Morc1",48431237,0.933875703973372,0.720465582376771,0.190115491418608
"ENSMUSG00000022738","Gsc2","unbiased","Bound","CGI","chr16",17914560,17915559,"Gsc2",17915059,0.270306495916946,0.375516971529148,-1.69270709208365
"ENSMUSG00000022753","Tmem30c","XY","Unbound","no","chr16",57292366,57293365,"Tmem30c",57292865,0.0970845071113586,0.197324154111273,8.91774891774891
"ENSMUSG00000022768","Ccdc116","XY","Bound","no","chr16",17146730,17147729,"Ccdc116",17147229,0.663611260089921,0.611876738130051,-0.362185812412991
"ENSMUSG00000022773","Ypel1","XY","Unbound","CGI","chr16",17069197,17070196,"Ypel1",17069696,0.196443779392648,0.310769902418151,2.48300274114524
"ENSMUSG00000022832","Ropn1","XY","Unbound","no","chr16",34649422,34650421,"Ropn1",34649921,0.54822899152911,0.5547255614143,-2.77777777777778
"ENSMUSG00000022931","Krtap15","XY","Unbound","no","chr16",88819716,88820715,"Krtap15",88820215,1,0.74676477232388,0
"ENSMUSG00000023151","Lrrc69","XY","Unbound","no","chr4",14795561,14796560,"Lrrc69",14796060,0.193438419506174,0.307054588490876,6.26159554730984
"ENSMUSG00000023165","Ssxb2","XY","Unbound","no","chrX",8461227,8462226,"Ssxb2",8461726,0.205756063841169,0.320138652689048,-10.1176470588235
"ENSMUSG00000023403","Stk31","unbiased","Bound","CGI","chr6",49395105,49396104,"Stk31",49395604,4.0014450953479e-27,2.87780697766435e-25,-22.3386202514297
"ENSMUSG00000023443","Esx1","unbiased","Unbound","no","chrX",137121584,137122583,"Esx1",137122083,0.0788401517343402,0.169451862174168,9.10032213529682
"ENSMUSG00000023467","Tulp2","XY","Unbound","no","chr7",45481378,45482377,"Tulp2",45481877,1.39472227239699e-05,0.000125384123478114,15.3515684579796
"ENSMUSG00000023802","Nox3","XY","Unbound","no","chr17",3695762,3696761,"Nox3",3696261,0.309690527268324,0.409540314087925,-2.40241541706394
"ENSMUSG00000023806","Rsph3b","unbiased","Unbound","CGI","chr17",6948183,6949182,"Rsph3b",6948682,1.2480383600443e-07,1.71596005058973e-06,16.4934532564925
"ENSMUSG00000023873","1700010I14Rik","XY","Unbound","no","chr17",8987834,8988833,"1700010I14Rik",8988333,0.867771952919098,0.693438418045342,-0.604037952338921
"ENSMUSG00000023930","Crisp2","XY","Unbound","no","chr17",40806504,40807503,"Crisp2",40807003,0.888295966460969,0.70226203144014,0.50933786078099
"ENSMUSG00000023931","Efhb","XY","Unbound","no","chr17",53462822,53463821,"Efhb",53463321,0.864156557591472,0.691731795443016,0.632289748311848
"ENSMUSG00000023935","Spats1","XY","Unbound","no","chr17",45474916,45475915,"Spats1",45475415,0.983835763940072,0.740609300007265,0.0641025641025639
"ENSMUSG00000023949","Tcte1","XY","Unbound","no","chr17",45522935,45523934,"Tcte1",45523434,0.000587644844606797,0.00321297222616842,12.9706677761598
"ENSMUSG00000024033","Rsph1","XY","Unbound","CGI","chr17",31276884,31277883,"Rsph1",31277383,0.817380866919974,0.67753047559356,-0.67408613825552
"ENSMUSG00000024059","Clip4","XY","Unbound","CGI","chr17",71767974,71768973,"Clip4",71768473,0.682953748921495,0.621716045437717,-1.60287081339713
"ENSMUSG00000024116","Prss21","XY","Unbound","no","chr17",23867557,23868556,"Prss21",23868056,0.173176605552284,0.291110463257851,-2.32840663051121
"ENSMUSG00000024154","Gtf2a1l","XY","Unbound","no","chr17",88668161,88669160,"Gtf2a1l",88668660,0.686838082553044,0.622850551304607,3.46938775510204
"ENSMUSG00000024173","Tpsab1","unbiased","Unbound","no","chr17",25345063,25346062,"Tpsab1",25345562,0.670351130035709,0.614285432464646,1.11541168191415
"ENSMUSG00000024175","Tekt4","XY","Unbound","CGI","chr17",25454116,25455115,"Tekt4",25454615,0.0248025319325327,0.0706985204383848,24.3076923076923
"ENSMUSG00000024206","Rfx2","XY","Unbound","CGI","chr17",56830514,56831513,"Rfx2",56831013,0.790526499544797,0.66826614059096,0.345762078310438
"ENSMUSG00000024207","Acsbg2","XY","Unbound","no","chr17",56873948,56874947,"Acsbg2",56874447,0.637581543806466,0.598872796538758,-1.04371697917746
"ENSMUSG00000024233","Lyzl1","XY","Unbound","no","chr18",4165333,4166332,"Lyzl1",4165832,0.0176197126431331,0.0543681235539689,8.33333333333334
"ENSMUSG00000024266","Adad2","unbiased","Bound","CGI","chr8",119612248,119613247,"Adad2",119612747,0.0129054845873634,0.0430927724894068,-5.07465507465508
"ENSMUSG00000024317","Rnf138","XY","Bound","CGI","chr18",21000842,21001841,"Rnf138",21001341,0.695526169405837,0.624788881518474,-0.557776889244303
"ENSMUSG00000024352","Spata24","XY","Unbound","no","chr18",35661687,35662686,"Spata24",35662186,0.558408084074028,0.560175274872027,0.658442390217427
"ENSMUSG00000024387","Csnk2b","XY","Unbound","CGI","chr17",35121554,35122553,"Csnk2b",35122053,0.546125437865024,0.553195777151655,-0.743173176633253
"ENSMUSG00000024397","Aif1","XY","Unbound","no","chr17",35175569,35176568,"Aif1",35176068,0.597673643410407,0.577507162452274,-1.34588923288614
"ENSMUSG00000024406","Pou5f1","unbiased","Unbound","no","chr17",35505519,35506518,"Pou5f1",35506018,8.63339014669847e-07,9.49621618512671e-06,-10.0785615020279
"ENSMUSG00000024430","Cabyr","XY","Unbound","CGI","chr18",12739823,12740822,"Cabyr",12740322,0.33684703579331,0.427229250508717,-5.16927557335275
"ENSMUSG00000024510","Ftmt","XY","Unbound","no","chr18",52331050,52332049,"Ftmt",52331549,0.96048125357599,0.732464488531266,0.0751693082296279
"ENSMUSG00000024519","Cplx4","XY","Unbound","no","chr18",65969738,65970737,"Cplx4",65970237,0.0173740144410017,0.0539661994247833,-5.00667556742324
"ENSMUSG00000024532","1700034E13Rik","XY","Unbound","no","chr18",52645710,52646709,"1700034E13Rik",52646209,0.578767883557107,0.569598674131271,2.82341367437284
"ENSMUSG00000024654","Asrgl1","XY","Bound","no","chr19",9135137,9136136,"Asrgl1",9135636,0.0550914285325672,0.134996387055726,3.96699903730565
"ENSMUSG00000024815","Trpd52l3","XY","Unbound","no","chr19",30003291,30004290,"Trpd52l3",30003790,0.348714797966891,0.434744147499132,1.27722730883398
"ENSMUSG00000025038","Efhc2","XY","Unbound","no","chrX",17318869,17319868,"Efhc2",17319368,0.451407145445983,0.511345952150018,9.64912280701755
"ENSMUSG00000025043","Dusp21","XY","Unbound","no","chrX",18145358,18146357,"Dusp21",18145857,0.694920516743676,0.624788881518474,-0.91515519047356
"ENSMUSG00000025069","Gsto2","XY","Bound","CGI","chr19",47865035,47866034,"Gsto2",47865534,0.353526539587129,0.43663072607428,-1.42820662483584
"ENSMUSG00000025081","Tdrd1","XY","Bound","CGI","chr19",56825710,56826709,"Tdrd1",56826209,0.245804409717818,0.350705741374638,2.88327693717959
"ENSMUSG00000025171","Ubtd1","XY","Unbound","CGI","chr19",41981264,41982263,"Ubtd1",41981763,0.454575635879772,0.512573300984677,0.839994580680125
"ENSMUSG00000025219","Fgf8","XY","Unbound","CGI","chr19",45742416,45743415,"Fgf8",45742915,0.00994844098775235,0.0353661212054523,5.54325198210568
"ENSMUSG00000025231","Sufu","unbiased","Unbound","CGI","chr19",46396397,46397396,"Sufu",46396896,0.000574663643229618,0.00316047931178453,5.8717266688477
"ENSMUSG00000025257","Ribc1","unbiased","Unbound","no","chrX",152015796,152016795,"Ribc1",152016295,0.260816236750368,0.365592217128013,-1.44230769230769
"ENSMUSG00000025288","4933436I01Rik","XY","Unbound","no","chrX",67920951,67921950,"4933436I01Rik",67921450,0.189024229535825,0.303656542848346,10
"ENSMUSG00000025420","Katnal2","XY","Unbound","CGI","chr18",77046809,77047808,"Katnal2",77047308,0.141670175982717,0.259714626440093,1.75659481516315
"ENSMUSG00000025423","Pias2","unbiased","Unbound","CGI","chr18",77064709,77065708,"Pias2",77065208,0.000103614046786556,0.000701984787773654,-11.6758241758242
"ENSMUSG00000025480","Syce1","unbiased","Bound","CGI","chr7",140787353,140788352,"Syce1",140787852,2.00158479258689e-07,2.59913984851071e-06,-12.6091757527176
"ENSMUSG00000025482","Odf3","XY","Unbound","no","chr7",140847306,140848305,"Odf3",140847805,0.116008653926497,0.222258672947436,6.2569009937431
"ENSMUSG00000025495","Ptdss2","unbiased","Bound","CGI","chr7",141121883,141122882,"Ptdss2",141122382,1.65409422225243e-07,2.20927793956256e-06,-16.4835164835165
"ENSMUSG00000025519","Tktl2","XY","Unbound","no","chr8",66511257,66512256,"Tktl2",66511756,0.01254838556468,0.0428400820511578,-3.54447439353099
"ENSMUSG00000025527","Satl1","XY","Unbound","no","chrX",112406280,112407279,"Satl1",112406779,0.974267364395674,0.737563384848189,0.192307692307692
"ENSMUSG00000025652","Tmem89","XY","Unbound","no","chr9",108914120,108915119,"Tmem89",108914619,0.418694770266658,0.486283806209699,-1.67806432122161
"ENSMUSG00000025757","Hspa4l","XY","Bound","CGI","chr3",40743996,40744995,"Hspa4l",40744495,0.972827584855606,0.737070226202341,-0.116070314745809
"ENSMUSG00000025963","Mdh1b","XY","Unbound","no","chr1",63729819,63730818,"Mdh1b",63730318,0.586993514832714,0.574880153251809,-0.690826649025607
"ENSMUSG00000025977","Boll","XY","Bound","CGI","chr1",55362970,55363969,"Boll",55363469,0.504878129307609,0.53840883559284,-1.2965582272513
"ENSMUSG00000025983","Ccdc150","XY","Unbound","CGI","chr1",54250184,54251183,"Ccdc150",54250683,0.000226373490388774,0.00138331882685581,10.5103391931485
"ENSMUSG00000026125","Prss39","XY","Unbound","no","chr1",34497911,34498910,"Prss39",34498410,0.720208414157806,0.634645139561941,-0.574691009473616
"ENSMUSG00000026182","Tnp1","XY","Unbound","no","chr1",73015410,73016409,"Tnp1",73015909,0.0126923462628446,0.0428400820511578,-4.11519395703832
"ENSMUSG00000026226","Spata3","XY","Bound","CGI","chr1",86016317,86017316,"Spata3",86016816,0.133690448722941,0.248003606176757,3.32032308776495
"ENSMUSG00000026237","Nmur1","XY","Unbound","no","chr1",86425729,86426728,"Nmur1",86426228,0.00324124057878613,0.0152281218198287,5.2612784192358
"ENSMUSG00000026331","Slco6c1","XY","Unbound","no","chr1",97127802,97128801,"Slco6c1",97128301,0.931722123574171,0.719928205676814,0.194187759475017
"ENSMUSG00000026336","Slco6d1","XY","Unbound","no","chr1",98420625,98421624,"Slco6d1",98421124,0.362399507891546,0.443488529938674,-2.89158235667301
"ENSMUSG00000026523","Wdr64","XY","Unbound","no","chr1",175698094,175699093,"Wdr64",175698593,0.666977091866211,0.61316607195988,1.45663956639566
"ENSMUSG00000026567","Adcy10","XY","Unbound","no","chr1",165484684,165485683,"Adcy10",165485183,0.283008319022032,0.388281761968704,2.55343082114735
"ENSMUSG00000026609","Ush2a","XY","Unbound","no","chr1",188261524,188262523,"Ush2a",188262023,0.283647881363848,0.388281761968704,3.25026141512722
"ENSMUSG00000026611","Spata17","XY","Unbound","no","chr1",187214966,187215965,"Spata17",187215465,0.917888856424276,0.713959835884899,-0.117354196301565
"ENSMUSG00000026650","Meig1","XY","Unbound","CGI","chr2",3422149,3423148,"Meig1",3422648,0.00654780610067189,0.0260505021568103,4.92056487202118
"ENSMUSG00000026679","Enkur","XY","Unbound","no","chr2",21204866,21205865,"Enkur",21205365,0.154594402510464,0.270814874238423,-3.37456322479364
"ENSMUSG00000026734","4921504E06Rik","XY","Bound","no","chr2",19553415,19554414,"4921504E06Rik",19553914,0.236328940442933,0.341613772656084,-2.98986175115207
"ENSMUSG00000026790","Odf2","XY","Bound","CGI","chr2",29888722,29889721,"Odf2",29889221,5.54154745967131e-18,2.35503045393562e-16,-18.3166400393265
"ENSMUSG00000026807","Ak8","XY","Unbound","CGI","chr2",28699665,28700664,"Ak8",28700164,0.225896856557987,0.336510610800959,-2.38693678688833
"ENSMUSG00000026894","Morn5","XY","Unbound","no","chr2",36048959,36049958,"Morn5",36049458,0.182469244917819,0.297000410230863,-2.66955266955267
"ENSMUSG00000026931","1700019N19Rik","XY","Unbound","no","chr19",58793962,58794961,"1700019N19Rik",58794461,0.21255117114323,0.324713415214521,-4.47603760605366
"ENSMUSG00000026963","Tmem210","XY","Unbound","no","chr2",25287646,25288645,"Tmem210",25288145,0.95838954753604,0.731465978313223,0.173392181588905
"ENSMUSG00000027071","P2rx3","XY","Unbound","no","chr2",85036963,85037962,"P2rx3",85037462,0.928528734935607,0.71805415365934,0.0867028157771597
"ENSMUSG00000027088","Phospho2","XY","Unbound","CGI","chr2",69789124,69790123,"Phospho2",69789623,0.174246668180329,0.291434408607926,-1.40785690125838
"ENSMUSG00000027233","Patl2","XX","Unbound","no","chr2",122185690,122186689,"Patl2",122186189,4.01373035044797e-07,4.8110707230959e-06,-15.6974403221168
"ENSMUSG00000027286","Lrrc57","XY","Unbound","no","chr2",120609021,120610020,"Lrrc57",120609520,0.822599558184672,0.678996687964915,-0.212428963754521
"ENSMUSG00000027327","1700037H04Rik","unbiased","Bound","CGI","chr2",131159582,131160581,"1700037H04Rik",131160081,0.0215440345930303,0.0639447119426291,2.15820548045765
"ENSMUSG00000027344","Fsip1","XY","Bound","CGI","chr2",118256467,118257466,"Fsip1",118256966,0.0497176933990816,0.125631168468987,9.57349231827562
"ENSMUSG00000027355","Tmco5","XY","Unbound","no","chr2",116878192,116879191,"Tmco5",116878691,0.437588796702852,0.501376745677561,-1.61160088984098
"ENSMUSG00000027364","Usp50","XY","Unbound","no","chr2",126782971,126783970,"Usp50",126783470,0.344377190213866,0.432181583976619,-3.8353500432152
"ENSMUSG00000027378","Nphp1","XY","Unbound","CGI","chr2",127788398,127789397,"Nphp1",127788897,0.599898990928221,0.578818636314812,-1.25706308582065
"ENSMUSG00000027409","1700020A23Rik","XY","Unbound","no","chr2",130404760,130405759,"1700020A23Rik",130405259,0.766951745964673,0.656697770919962,1.32805219012115
"ENSMUSG00000027459","Fam110a","unbiased","Unbound","CGI","chr2",151979720,151980719,"Fam110a",151980219,0.824137585631422,0.678996687964915,0.511090429657206
"ENSMUSG00000027480","Sun5","XY","Unbound","no","chr2",153870585,153871584,"Sun5",153871084,0.000205440236361362,0.00129930204793894,15.4160654160654
"ENSMUSG00000027518","1700021F07Rik","XY","Unbound","no","chr2",173522087,173523086,"1700021F07Rik",173522586,0.0076675791627152,0.029141460429536,5.43274247717955
"ENSMUSG00000027520","Zdbf2","XY","Bound","CGI","chr1",63272766,63273765,"Zdbf2",63273265,0.58738816915289,0.574880153251809,0.650501672240802
"ENSMUSG00000027528","Fabp9","XY","Unbound","no","chr3",10196784,10197783,"Fabp9",10197283,0.697502056755754,0.625082844731012,0.614308356561188
"ENSMUSG00000027530","Fabp12","XY","Unbound","no","chr3",10300684,10301683,"Fabp12",10301183,0.612014877543841,0.585673490953114,0.928223508868675
"ENSMUSG00000027550","Lrrcc1","XY","Bound","CGI","chr3",14533289,14534288,"Lrrcc1",14533788,0.692604784579152,0.624788881518474,0.911854103343465
"ENSMUSG00000027564","Cypt12","XY","Unbound","no","chr3",17947911,17948910,"Cypt12",17948410,0.305464215554524,0.406249806625671,1.78602317938074
"ENSMUSG00000027601","Mtfr1","XY","Bound","CGI","chr3",19186828,19187827,"Mtfr1",19187327,4.93126725152857e-12,1.39711691705383e-10,-22.8504200202313
"ENSMUSG00000027606","Dnajc5b","XY","Unbound","no","chr3",19508096,19509095,"Dnajc5b",19508595,0.800315530469994,0.670207018411997,1.4939024390244
"ENSMUSG00000027676","Ccdc39","XY","Unbound","no","chr3",33843811,33844810,"Ccdc39",33844310,0.00246426242130418,0.0120178173786952,12.5670021094858
"ENSMUSG00000027702","Lrrc34","XY","Unbound","no","chr3",30647370,30648369,"Lrrc34",30647869,0.00042180559539821,0.00239010259626926,-14.4646051622796
"ENSMUSG00000027703","Lrriq4","XY","Unbound","no","chr3",30644008,30645007,"Lrriq4",30644507,0.29529614242996,0.397247452122915,4.71923536439666
"ENSMUSG00000027708","Dcun1d1","unbiased","Unbound","CGI","chr3",35936946,35937945,"Dcun1d1",35937445,0.163325326551083,0.281736036109588,-3.71012776038582
"ENSMUSG00000027719","Adad1","XY","Bound","CGI","chr3",37063028,37064027,"Adad1",37063527,2.89425600006372e-33,2.25498598792844e-31,-46.984513835999
"ENSMUSG00000027794","Sohlh2","unbiased","Bound","no","chr3",55181529,55182528,"Sohlh2",55182028,1.32104729586259e-21,7.71945313794457e-20,-22.6526990070733
"ENSMUSG00000027855","Sycp1","unbiased","Bound","CGI","chr3",102935601,102936600,"Sycp1",102936100,0.00757519273574603,0.0289078474384933,-8.16811442148953
"ENSMUSG00000027867","Spag17","XY","Unbound","no","chr3",99884907,99885906,"Spag17",99885406,0.990316573875992,0.743691550671065,0.0374962503749576
"ENSMUSG00000027927","Lelp1","XY","Unbound","no","chr3",92142245,92143244,"Lelp1",92142744,0.0335307571132643,0.091934206534665,13.5467980295567
"ENSMUSG00000027938","Creb3l4","XY","Unbound","no","chr3",90243013,90244012,"Creb3l4",90243512,0.987603479084896,0.742250300627645,0.0343660626394293
"ENSMUSG00000027939","Nup210l","XY","Unbound","no","chr3",90103633,90104632,"Nup210l",90104132,0.237570815210791,0.342772706321094,2.76482345103265
"ENSMUSG00000027956","Tmem144","XY","Unbound","no","chr3",79852274,79853273,"Tmem144",79852773,0.0126728793775557,0.0428400820511578,-9.93377483443708
"ENSMUSG00000027971","Ndst4","XY","Unbound","no","chr3",125403577,125404576,"Ndst4",125404076,0.000212371142626039,0.00132370861693375,12.0215771898279
"ENSMUSG00000027973","1700006A11Rik","XY","Unbound","no","chr3",124425541,124426540,"1700006A11Rik",124426040,0.0987084118569745,0.198907256956128,4.8410938654841
"ENSMUSG00000028109","Hormad1","unbiased","Bound","CGI","chr3",95559178,95560177,"Hormad1",95559677,4.60559531291588e-35,4.78444334639163e-33,-25.0912859914039
"ENSMUSG00000028141","Oaz3","XY","Unbound","no","chr3",94443416,94444415,"Oaz3",94443915,0.594210112513191,0.577507162452274,0.79131713223212
"ENSMUSG00000028182","Lrriq3","XY","Unbound","CGI","chr3",155092935,155093934,"Lrriq3",155093434,0.00837589414302519,0.0305899921827026,-6.31138975966562
"ENSMUSG00000028188","Spata1","XY","Unbound","no","chr3",146499254,146500253,"Spata1",146499753,0.425543528497512,0.492403102781901,0.819075354932654
"ENSMUSG00000028259","Fhl5","XY","Unbound","no","chr4",25242377,25243376,"Fhl5",25242876,0.116713795518964,0.223152360274222,4.57516339869282
"ENSMUSG00000028264","Spaca1","XY","Bound","CGI","chr4",34049692,34050691,"Spaca1",34050191,0.00716786085952221,0.0276925119441263,-9.25361673623761
"ENSMUSG00000028277","Ube2j1","XY","Bound","no","chr4",33030917,33031916,"Ube2j1",33031416,0.0728088518707769,0.159420607223503,-1.52901818610546
"ENSMUSG00000028287","1700009N14Rik","XY","Unbound","no","chr4",39449796,39450795,"1700009N14Rik",39450295,0.182564078227753,0.297000410230863,7.35465116279069
"ENSMUSG00000028310","Ppp3r2","XY","Unbound","no","chr4",49681525,49682524,"Ppp3r2",49682024,0.0385826047526957,0.101900527760929,3.17164179104478
"ENSMUSG00000028389","Zfp37","XY","Bound","CGI","chr4",62230548,62231547,"Zfp37",62231047,5.76027965513705e-05,0.00043084564434706,9.86307801189834
"ENSMUSG00000028391","Wdr31","XY","Unbound","CGI","chr4",62470397,62471396,"Wdr31",62470896,3.39755882476972e-06,3.30890198674964e-05,-7.94437058512598
"ENSMUSG00000028411","Aptx","XY","Unbound","CGI","chr4",40702695,40703694,"Aptx",40703194,0.339628180566971,0.428522531567754,-0.888598970790751
