"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"EpiLC only","GO:0000280","nuclear division","146/3551","443/22893",2.56844677431775e-20,8.09317578587522e-17,5.99664731098607e-17,"ENSMUSG00000061024/ENSMUSG00000042807/ENSMUSG00000026039/ENSMUSG00000009907/ENSMUSG00000026341/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000026622/ENSMUSG00000019768/ENSMUSG00000019773/ENSMUSG00000019923/ENSMUSG00000020059/ENSMUSG00000020020/ENSMUSG00000020419/ENSMUSG00000057897/ENSMUSG00000035455/ENSMUSG00000069910/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000020541/ENSMUSG00000039055/ENSMUSG00000038615/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000025371/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000021245/ENSMUSG00000054003/ENSMUSG00000021395/ENSMUSG00000015937/ENSMUSG00000048904/ENSMUSG00000033102/ENSMUSG00000109561/ENSMUSG00000041431/ENSMUSG00000021758/ENSMUSG00000017485/ENSMUSG00000021835/ENSMUSG00000071470/ENSMUSG00000112858/ENSMUSG00000034190/ENSMUSG00000033644/ENSMUSG00000033589/ENSMUSG00000047911/ENSMUSG00000022018/ENSMUSG00000033186/ENSMUSG00000022070/ENSMUSG00000022064/ENSMUSG00000022248/ENSMUSG00000022422/ENSMUSG00000022369/ENSMUSG00000063704/ENSMUSG00000116165/ENSMUSG00000022429/ENSMUSG00000000489/ENSMUSG00000068117/ENSMUSG00000015365/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000022698/ENSMUSG00000043065/ENSMUSG00000023809/ENSMUSG00000116564/ENSMUSG00000002076/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000010592/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000052525/ENSMUSG00000005871/ENSMUSG00000024537/ENSMUSG00000024913/ENSMUSG00000024844/ENSMUSG00000024786/ENSMUSG00000050623/ENSMUSG00000024943/ENSMUSG00000024837/ENSMUSG00000026646/ENSMUSG00000086598/ENSMUSG00000040084/ENSMUSG00000027323/ENSMUSG00000027229/ENSMUSG00000027381/ENSMUSG00000014355/ENSMUSG00000051177/ENSMUSG00000027635/ENSMUSG00000017861/ENSMUSG00000008999/ENSMUSG00000005883/ENSMUSG00000060445/ENSMUSG00000027536/ENSMUSG00000069041/ENSMUSG00000033900/ENSMUSG00000041912/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000028017/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000078773/ENSMUSG00000032998/ENSMUSG00000028851/ENSMUSG00000036856/ENSMUSG00000073705/ENSMUSG00000018965/ENSMUSG00000015880/ENSMUSG00000035234/ENSMUSG00000043410/ENSMUSG00000029279/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000032959/ENSMUSG00000029472/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000009376/ENSMUSG00000004264/ENSMUSG00000030346/ENSMUSG00000066568/ENSMUSG00000030491/ENSMUSG00000066306/ENSMUSG00000025480/ENSMUSG00000048583/ENSMUSG00000037664/ENSMUSG00000005534/ENSMUSG00000038542/ENSMUSG00000038416/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031906/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000037286/ENSMUSG00000032534/ENSMUSG00000032478/ENSMUSG00000032498/ENSMUSG00000031328/ENSMUSG00000009670/ENSMUSG00000031229/ENSMUSG00000031242/ENSMUSG00000041133",146
"EpiLC only","GO:0048285","organelle fission","157/3551","496/22893",8.06732877771858e-20,1.69467686523942e-16,1.25567264764771e-16,"ENSMUSG00000061024/ENSMUSG00000042807/ENSMUSG00000026039/ENSMUSG00000009907/ENSMUSG00000026341/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000026622/ENSMUSG00000019768/ENSMUSG00000019773/ENSMUSG00000019923/ENSMUSG00000020059/ENSMUSG00000020020/ENSMUSG00000020419/ENSMUSG00000057897/ENSMUSG00000035455/ENSMUSG00000069910/ENSMUSG00000020390/ENSMUSG00000042148/ENSMUSG00000050107/ENSMUSG00000020527/ENSMUSG00000020541/ENSMUSG00000039055/ENSMUSG00000038615/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000025371/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000021245/ENSMUSG00000054003/ENSMUSG00000037679/ENSMUSG00000008859/ENSMUSG00000021395/ENSMUSG00000015937/ENSMUSG00000048904/ENSMUSG00000033102/ENSMUSG00000109561/ENSMUSG00000041431/ENSMUSG00000021758/ENSMUSG00000017485/ENSMUSG00000037697/ENSMUSG00000021835/ENSMUSG00000071470/ENSMUSG00000112858/ENSMUSG00000034190/ENSMUSG00000033644/ENSMUSG00000033589/ENSMUSG00000047911/ENSMUSG00000022018/ENSMUSG00000033186/ENSMUSG00000022070/ENSMUSG00000022064/ENSMUSG00000022248/ENSMUSG00000022422/ENSMUSG00000022369/ENSMUSG00000063704/ENSMUSG00000116165/ENSMUSG00000022429/ENSMUSG00000000489/ENSMUSG00000068117/ENSMUSG00000015365/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000022698/ENSMUSG00000043065/ENSMUSG00000023809/ENSMUSG00000116564/ENSMUSG00000048731/ENSMUSG00000002076/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000010592/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000052525/ENSMUSG00000005871/ENSMUSG00000024537/ENSMUSG00000024913/ENSMUSG00000024844/ENSMUSG00000024786/ENSMUSG00000050623/ENSMUSG00000024943/ENSMUSG00000024837/ENSMUSG00000026646/ENSMUSG00000086598/ENSMUSG00000040084/ENSMUSG00000027323/ENSMUSG00000027229/ENSMUSG00000027381/ENSMUSG00000014355/ENSMUSG00000051177/ENSMUSG00000027635/ENSMUSG00000017861/ENSMUSG00000008999/ENSMUSG00000005883/ENSMUSG00000060445/ENSMUSG00000027536/ENSMUSG00000027601/ENSMUSG00000069041/ENSMUSG00000033900/ENSMUSG00000041912/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000028017/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000078773/ENSMUSG00000032998/ENSMUSG00000028851/ENSMUSG00000046671/ENSMUSG00000036856/ENSMUSG00000073705/ENSMUSG00000018965/ENSMUSG00000015880/ENSMUSG00000035234/ENSMUSG00000043410/ENSMUSG00000029279/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000029500/ENSMUSG00000032959/ENSMUSG00000029472/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000009376/ENSMUSG00000004264/ENSMUSG00000030346/ENSMUSG00000066568/ENSMUSG00000030491/ENSMUSG00000030545/ENSMUSG00000039428/ENSMUSG00000066306/ENSMUSG00000025480/ENSMUSG00000048583/ENSMUSG00000037664/ENSMUSG00000005534/ENSMUSG00000038542/ENSMUSG00000038416/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031906/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000037286/ENSMUSG00000032534/ENSMUSG00000032478/ENSMUSG00000032498/ENSMUSG00000031328/ENSMUSG00000009670/ENSMUSG00000031229/ENSMUSG00000031242/ENSMUSG00000041133",157
"EpiLC only","GO:1903046","meiotic cell cycle process","89/3551","220/22893",3.20845212481186e-19,5.05491632264109e-16,3.74544569096458e-16,"ENSMUSG00000026039/ENSMUSG00000026341/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000019773/ENSMUSG00000020059/ENSMUSG00000020419/ENSMUSG00000057897/ENSMUSG00000020413/ENSMUSG00000035455/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000021245/ENSMUSG00000041415/ENSMUSG00000054003/ENSMUSG00000076430/ENSMUSG00000021395/ENSMUSG00000109561/ENSMUSG00000021758/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000112858/ENSMUSG00000033644/ENSMUSG00000047911/ENSMUSG00000022248/ENSMUSG00000063704/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000015365/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000023809/ENSMUSG00000002076/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000010592/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000052525/ENSMUSG00000024922/ENSMUSG00000024786/ENSMUSG00000050623/ENSMUSG00000024837/ENSMUSG00000026646/ENSMUSG00000086598/ENSMUSG00000040084/ENSMUSG00000027323/ENSMUSG00000027229/ENSMUSG00000027381/ENSMUSG00000051177/ENSMUSG00000005883/ENSMUSG00000060445/ENSMUSG00000069041/ENSMUSG00000041912/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000078773/ENSMUSG00000032998/ENSMUSG00000036856/ENSMUSG00000073705/ENSMUSG00000043410/ENSMUSG00000029279/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000030346/ENSMUSG00000030491/ENSMUSG00000025480/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000094985/ENSMUSG00000009670/ENSMUSG00000031229",89
"EpiLC only","GO:0007127","meiosis I","64/3551","132/22893",5.36970366870081e-19,6.7679745040305e-16,5.01473799460143e-16,"ENSMUSG00000026039/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000019773/ENSMUSG00000020059/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000021245/ENSMUSG00000054003/ENSMUSG00000109561/ENSMUSG00000021758/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000112858/ENSMUSG00000033644/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000015365/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000002076/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024786/ENSMUSG00000024837/ENSMUSG00000086598/ENSMUSG00000027323/ENSMUSG00000027229/ENSMUSG00000027381/ENSMUSG00000005883/ENSMUSG00000069041/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000078773/ENSMUSG00000032998/ENSMUSG00000073705/ENSMUSG00000043410/ENSMUSG00000029279/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000030346/ENSMUSG00000025480/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000009670",64
"EpiLC only","GO:0061982","meiosis I cell cycle process","65/3551","136/22893",7.38152161460187e-19,7.75305820253684e-16,5.74463682146911e-16,"ENSMUSG00000026039/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000019773/ENSMUSG00000020059/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000021245/ENSMUSG00000054003/ENSMUSG00000109561/ENSMUSG00000021758/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000112858/ENSMUSG00000033644/ENSMUSG00000063704/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000015365/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000002076/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024786/ENSMUSG00000024837/ENSMUSG00000086598/ENSMUSG00000027323/ENSMUSG00000027229/ENSMUSG00000027381/ENSMUSG00000005883/ENSMUSG00000069041/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000078773/ENSMUSG00000032998/ENSMUSG00000073705/ENSMUSG00000043410/ENSMUSG00000029279/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000030346/ENSMUSG00000025480/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000009670",65
"EpiLC only","GO:0140013","meiotic nuclear division","83/3551","201/22893",1.12958263530463e-18,1.01694710966997e-15,7.53508055670876e-16,"ENSMUSG00000026039/ENSMUSG00000026341/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000019773/ENSMUSG00000020059/ENSMUSG00000020419/ENSMUSG00000057897/ENSMUSG00000035455/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000021245/ENSMUSG00000054003/ENSMUSG00000021395/ENSMUSG00000109561/ENSMUSG00000021758/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000112858/ENSMUSG00000033644/ENSMUSG00000047911/ENSMUSG00000022248/ENSMUSG00000063704/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000015365/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000023809/ENSMUSG00000002076/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000010592/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000052525/ENSMUSG00000024786/ENSMUSG00000050623/ENSMUSG00000024837/ENSMUSG00000026646/ENSMUSG00000086598/ENSMUSG00000040084/ENSMUSG00000027323/ENSMUSG00000027229/ENSMUSG00000027381/ENSMUSG00000051177/ENSMUSG00000005883/ENSMUSG00000060445/ENSMUSG00000069041/ENSMUSG00000041912/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000078773/ENSMUSG00000032998/ENSMUSG00000036856/ENSMUSG00000073705/ENSMUSG00000043410/ENSMUSG00000029279/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000030346/ENSMUSG00000030491/ENSMUSG00000025480/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000009670",83
"EpiLC only","GO:0051321","meiotic cell cycle","112/3551","319/22893",3.55319573908145e-18,2.79902994346141e-15,2.07394424981123e-15,"ENSMUSG00000025977/ENSMUSG00000026039/ENSMUSG00000026241/ENSMUSG00000026341/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000039748/ENSMUSG00000026622/ENSMUSG00000019773/ENSMUSG00000020059/ENSMUSG00000056758/ENSMUSG00000020419/ENSMUSG00000057897/ENSMUSG00000020413/ENSMUSG00000035455/ENSMUSG00000020390/ENSMUSG00000043648/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000021245/ENSMUSG00000041415/ENSMUSG00000054003/ENSMUSG00000076430/ENSMUSG00000021395/ENSMUSG00000109561/ENSMUSG00000021758/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000112858/ENSMUSG00000033644/ENSMUSG00000047911/ENSMUSG00000022248/ENSMUSG00000063704/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000015365/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000023809/ENSMUSG00000023908/ENSMUSG00000002076/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000010592/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000052525/ENSMUSG00000041238/ENSMUSG00000034653/ENSMUSG00000024922/ENSMUSG00000024786/ENSMUSG00000050623/ENSMUSG00000024837/ENSMUSG00000025081/ENSMUSG00000026646/ENSMUSG00000086598/ENSMUSG00000040084/ENSMUSG00000027323/ENSMUSG00000048647/ENSMUSG00000027263/ENSMUSG00000027229/ENSMUSG00000027381/ENSMUSG00000037885/ENSMUSG00000051177/ENSMUSG00000005883/ENSMUSG00000060445/ENSMUSG00000069041/ENSMUSG00000041912/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000078773/ENSMUSG00000028224/ENSMUSG00000032998/ENSMUSG00000036856/ENSMUSG00000073705/ENSMUSG00000043410/ENSMUSG00000029279/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000029423/ENSMUSG00000040013/ENSMUSG00000036817/ENSMUSG00000029570/ENSMUSG00000075569/ENSMUSG00000041147/ENSMUSG00000030346/ENSMUSG00000030491/ENSMUSG00000025480/ENSMUSG00000005534/ENSMUSG00000000759/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000074269/ENSMUSG00000032221/ENSMUSG00000043289/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000094985/ENSMUSG00000009670/ENSMUSG00000031229/ENSMUSG00000041133",112
"EpiLC only","GO:0045143","homologous chromosome segregation","42/3551","71/22893",5.1106454071126e-17,3.57858748395818e-14,2.6515582486493e-14,"ENSMUSG00000026039/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000020059/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000021245/ENSMUSG00000109561/ENSMUSG00000071470/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000023940/ENSMUSG00000024786/ENSMUSG00000027229/ENSMUSG00000005883/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000025480/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000009670",42
"EpiLC only","GO:0042254","ribosome biogenesis","104/3551","297/22893",6.93873392621315e-17,4.37279012029953e-14,3.24002354701911e-14,"ENSMUSG00000061024/ENSMUSG00000025962/ENSMUSG00000026234/ENSMUSG00000026377/ENSMUSG00000001674/ENSMUSG00000041879/ENSMUSG00000026473/ENSMUSG00000039224/ENSMUSG00000016181/ENSMUSG00000019814/ENSMUSG00000020075/ENSMUSG00000032977/ENSMUSG00000061032/ENSMUSG00000004356/ENSMUSG00000063334/ENSMUSG00000020430/ENSMUSG00000000581/ENSMUSG00000018921/ENSMUSG00000018446/ENSMUSG00000040463/ENSMUSG00000010554/ENSMUSG00000038335/ENSMUSG00000020692/ENSMUSG00000020677/ENSMUSG00000018697/ENSMUSG00000018405/ENSMUSG00000020706/ENSMUSG00000018433/ENSMUSG00000057322/ENSMUSG00000061458/ENSMUSG00000060499/ENSMUSG00000046791/ENSMUSG00000021607/ENSMUSG00000025290/ENSMUSG00000004561/ENSMUSG00000022204/ENSMUSG00000002319/ENSMUSG00000052253/ENSMUSG00000022300/ENSMUSG00000022313/ENSMUSG00000060036/ENSMUSG00000005846/ENSMUSG00000022682/ENSMUSG00000022672/ENSMUSG00000022724/ENSMUSG00000036983/ENSMUSG00000116564/ENSMUSG00000058392/ENSMUSG00000023971/ENSMUSG00000023988/ENSMUSG00000041057/ENSMUSG00000038299/ENSMUSG00000049950/ENSMUSG00000052406/ENSMUSG00000017999/ENSMUSG00000078784/ENSMUSG00000027810/ENSMUSG00000028069/ENSMUSG00000028010/ENSMUSG00000028187/ENSMUSG00000058006/ENSMUSG00000028322/ENSMUSG00000028495/ENSMUSG00000044303/ENSMUSG00000028869/ENSMUSG00000017264/ENSMUSG00000028948/ENSMUSG00000029066/ENSMUSG00000095567/ENSMUSG00000040464/ENSMUSG00000001569/ENSMUSG00000067367/ENSMUSG00000070697/ENSMUSG00000029415/ENSMUSG00000035266/ENSMUSG00000060152/ENSMUSG00000029480/ENSMUSG00000025337/ENSMUSG00000016503/ENSMUSG00000035378/ENSMUSG00000030138/ENSMUSG00000012848/ENSMUSG00000040952/ENSMUSG00000046865/ENSMUSG00000003423/ENSMUSG00000031446/ENSMUSG00000031578/ENSMUSG00000031527/ENSMUSG00000014907/ENSMUSG00000035559/ENSMUSG00000031683/ENSMUSG00000058355/ENSMUSG00000036779/ENSMUSG00000031917/ENSMUSG00000109941/ENSMUSG00000053289/ENSMUSG00000032215/ENSMUSG00000041506/ENSMUSG00000032518/ENSMUSG00000025794/ENSMUSG00000025785/ENSMUSG00000031403/ENSMUSG00000025266/ENSMUSG00000025264",104
"EpiLC only","GO:0070192","chromosome organization involved in meiotic cell cycle","43/3551","79/22893",1.46320876569441e-15,8.38285603764195e-13,6.21128620537836e-13,"ENSMUSG00000026039/ENSMUSG00000040629/ENSMUSG00000020059/ENSMUSG00000020419/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000021245/ENSMUSG00000109561/ENSMUSG00000071470/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000078938/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000023940/ENSMUSG00000024786/ENSMUSG00000040084/ENSMUSG00000027323/ENSMUSG00000027229/ENSMUSG00000005883/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000036817/ENSMUSG00000025480/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000009670/ENSMUSG00000031229",43
"EpiLC only","GO:0045132","meiotic chromosome segregation","50/3551","103/22893",3.4890468351835e-15,1.8323310962772e-12,1.35766769832228e-12,"ENSMUSG00000026039/ENSMUSG00000026341/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000020059/ENSMUSG00000020419/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000021245/ENSMUSG00000109561/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000063704/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000023940/ENSMUSG00000024786/ENSMUSG00000040084/ENSMUSG00000027229/ENSMUSG00000005883/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000073705/ENSMUSG00000043410/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000025480/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000009670",50
"EpiLC only","GO:0007059","chromosome segregation","109/3551","339/22893",1.1105919100384e-14,5.38380785927848e-12,3.98913822909341e-12,"ENSMUSG00000061024/ENSMUSG00000042807/ENSMUSG00000026039/ENSMUSG00000009907/ENSMUSG00000026341/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000039224/ENSMUSG00000026622/ENSMUSG00000019773/ENSMUSG00000075266/ENSMUSG00000019923/ENSMUSG00000035351/ENSMUSG00000020059/ENSMUSG00000020020/ENSMUSG00000020419/ENSMUSG00000069910/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000025371/ENSMUSG00000039329/ENSMUSG00000020594/ENSMUSG00000020608/ENSMUSG00000021098/ENSMUSG00000021245/ENSMUSG00000015937/ENSMUSG00000109561/ENSMUSG00000041431/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000021965/ENSMUSG00000071350/ENSMUSG00000034190/ENSMUSG00000022064/ENSMUSG00000022422/ENSMUSG00000063704/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000037991/ENSMUSG00000022698/ENSMUSG00000043065/ENSMUSG00000116564/ENSMUSG00000015120/ENSMUSG00000004865/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024293/ENSMUSG00000005871/ENSMUSG00000024537/ENSMUSG00000024844/ENSMUSG00000024786/ENSMUSG00000024943/ENSMUSG00000040084/ENSMUSG00000027229/ENSMUSG00000014355/ENSMUSG00000074698/ENSMUSG00000027635/ENSMUSG00000027654/ENSMUSG00000070544/ENSMUSG00000005883/ENSMUSG00000027536/ENSMUSG00000028066/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000028851/ENSMUSG00000073705/ENSMUSG00000015880/ENSMUSG00000035234/ENSMUSG00000043410/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000029472/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000029920/ENSMUSG00000030105/ENSMUSG00000030254/ENSMUSG00000004264/ENSMUSG00000066306/ENSMUSG00000025480/ENSMUSG00000038542/ENSMUSG00000038416/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031879/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000032381/ENSMUSG00000043289/ENSMUSG00000037286/ENSMUSG00000032534/ENSMUSG00000035032/ENSMUSG00000032498/ENSMUSG00000006932/ENSMUSG00000009670/ENSMUSG00000031229/ENSMUSG00000031242/ENSMUSG00000041133",109
